slug,rank,name,symbol,logo,description,website,whitepaper,twitter,telegram,discord,explorer,confirmed
litecoin-cash,772,Litecoin Cash,LCC,"""base-logo.png""",,https://litecoinca.sh/,https://litecoinca.sh/downloads/lcc_whitepaper.pdf,https://twitter.com/LitecoinCash,https://t.me/litecoincashofficial,,https://explorer.litecoinca.sh/,1
rainicorn,773,Rainicorn,RAINI,"""rainicorn-logo.png""",,https://rainicoin.io/,,https://twitter.com/raini_coin,https://t.me/rainicornchat,,https://etherscan.io/token/0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed,1
abyss,774,Abyss,ABYSS,"""abyss-logo.png""",,https://abyss.finance,,https://twitter.com/abyssfinance,https://t.me/abyssfinance,,https://etherscan.io/token/0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,1
condensate,775,Condensate,RAIN,"""base-logo.png""",,,,,,,http://condensate.io/,1
pickle-finance,776,Pickle Finance,PICKLE,"""pickle-finance-logo.png""",,https://pickle.finance/,https://pickle.finance/pickle-pico-paper-en.pdf,https://twitter.com/picklefinance,,https://discord.com/invite/gR85hmC,,1
tap,777,Tap,XTP,"""tap-logo.png""",,https://www.tap.global/,,https://twitter.com/Tap_Fintech,https://t.me/officialtapngo,,https://etherscan.io/token/0x6368e1E18c4C419DDFC608A0BEd1ccb87b9250fc,1
chainx,778,ChainX,PCX,"""chainx-logo.png""",,https://chainx.org/,https://chainx.org/static/ChainXWhitePaper-901b6b70f654c8f8824686a2277971c0.pdf,https://twitter.com/chainx_org,https://t.me/chainx_org,,https://scan.chainx.org/,1
spacechain,779,SpaceChain,SPC,"""spacechain-logo.png""",,https://spacechain.com/,https://spacechain.com/SpaceChain-0317-1.0-EN.pdf,https://twitter.com/SpaceChain,https://t.me/SpaceChainOfficial_EN,,https://explorer.qtum.org/token/QUb39Kx2qoMRnVsdwFjo31jZhQjP1bVH3P,1
peakdefi,780,PEAKDEFI,PEAK,"""peakdefi-logo.png""",,http://peakdefi.com/,https://peakdefi.com/assets/pdf/PEAKDEFI_Whitepaper_v0.4.pdf,https://twitter.com/PEAKDEFI,https://t.me/peakdefi_official,,https://etherscan.io/token/0x630d98424efe0ea27fb1b3ab7741907dffeaad78,1
meta,781,mStable Governance Token: Meta (MTA),MTA,"""meta-logo.png""",,https://mstable.org/,https://docs.mstable.org/,https://twitter.com/mstable_,,https://discord.com/invite/pgCVG7e,https://etherscan.io/token/0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1
library-credit,782,LBRY Credits,LBC,"""library-credit-logo.png""",,https://lbry.com/,https://lbry.tech,https://twitter.com/LBRYcom,https://t.me/lbryofficial,,https://explorer.lbry.io/,1
ally,783,ALLY,ALY,"""ally-logo.png""",,https://getally.io/,https://getally.io/wp-content/uploads/ALLY_Whitepaper.pdf,https://twitter.com/getally_io,https://t.me/allyecosystem,,https://etherscan.io/token/0x9d5686eadea7327f5a0c4820dca90457a0e88763,1
civilization,784,Civilization,CIV,"""civilization-logo.png""",,https://www.civfund.org,https://github.com/sator-settler/civpaper/blob/main/CivPaper%20v1.pdf,https://twitter.com/civfund,https://t.me/+ZAgXgb8AJahmMWM0,,https://etherscan.io/token/0x37fe0f067fa808ffbdd12891c0858532cfe7361d,1
idle,785,Idle,IDLE,"""idle-logo.png""",,https://idle.finance/,https://developers.idle.finance/,https://twitter.com/idlefinance,https://t.me/idlefinance,,https://etherscan.io/token/0x875773784Af8135eA0ef43b5a374AaD105c5D39e,1
unistake,786,Unistake,UNISTAKE,"""unistake-logo.png""",,https://unistake.finance/,https://unistake.finance/litepaper/,https://twitter.com/UnistakeFinance,https://t.me/Unistake,,https://etherscan.io/token/0x9ed8e7c9604790f7ec589f99b94361d8aab64e5e,1
hiblocks,787,Hiblocks,HIBS,"""hiblocks-logo.png""",,https://www.hiblocks.io/,https://www.hiblocks.io/documents/hiblocks_whitepaper_en.pdf,https://twitter.com/hiblocks,https://t.me/hiblocks_kor,,https://scope.klaytn.com/token/0xe06b40df899b9717b4e6b50711e1dc72d08184cf?tabId=tokenTransfer,1
safemoon-inu,788,SafeMoon Inu,SMI,"""safemoon-inu-logo.png""",,https://www.safemooninu.com,https://safemooninu.com/assets/pdf/whitepaper.pdf,https://twitter.com/SMIPLAY,https://t.me/safemooninu,https://discord.com/invite/aqZ7PUDv5j,https://etherscan.io/token/0xcd7492db29e2ab436e819b249452ee1bbdf52214,1
swarm-network,789,Swarm,SWM,"""swarm-network-logo.png""",,,,,,,https://etherscan.io/token/0x3505f494c3f0fed0b594e01fa41dd3967645ca39,1
belt,790,Belt Finance,BELT,"""belt-logo.png""",,https://beta.belt.fi/,,https://twitter.com/BELT_Finance,https://t.me/BeltFinance,,https://bscscan.com/token/0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,1
contracoin,791,CONTRACOIN,CTCN,"""contracoin-logo.png""",,https://www.contracoin.network,https://contracoinnetwork.b-cdn.net/wp-content/themes/contracoin/whitepapers/Contracoin-Whitepaper-E,,,,https://etherscan.io/token/0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,1
vexanium,792,Vexanium,VEX,"""vexanium-logo.png""",,https://www.vexanium.com/,,https://twitter.com/vexanium,https://t.me/vexaniumid,,https://browser.achain.com/contract.html#/contractInfo/CON9XnhX5FtQqGFAa3KgrgkPCCEDPmuzgtSx?cl=1,1
xmon,793,XMON,XMON,"""xmon-logo.png""",,https://0xmons.xyz/,,https://twitter.com/0xmons,https://t.me/nft000,https://discord.com/invite/8qtbuKjKfG,https://etherscan.io/token/0x3aaDA3e213aBf8529606924d8D1c55CbDc70Bf74,1
ubix-network,794,UBIX.Network,UBX,"""ubix-network-logo.png""",,https://ubix.network/,https://ubix.wiki/index.php/Main_Page,https://twitter.com/UBIX_Network,https://t.me/UBIX_Network,,https://explorer.ubikiri.com/,1
attila,795,Attila,ATT,"""attila-logo.png""",,https://www.attnetwork.org/,https://www.attnetwork.org/doc/ATTWhitePaper.pdf,https://twitter.com/AChainGalaxy,,,https://etherscan.io/token/0x89Fb927240750c1B15d4743cd58440fc5f14A11C,1
glitch,796,Glitch,GLCH,"""glitch-logo.png""",,https://glitch.finance/,https://docs.glitch.finance/glitch-developer-documentation/getting-started/overview,https://twitter.com/glitchprotocol,https://t.me/glitchprotocol,,https://etherscan.io/token/0x038a68ff68c393373ec894015816e33ad41bd564,1
dentacoin,797,Dentacoin,DCN,"""dentacoin-logo.png""",,http://www.dentacoin.com/,https://dentacoin.com/assets/uploads/whitepaper.pdf,https://twitter.com/dentacoin,https://t.me/dentacoin,,https://etherscan.io/token/0x08d32b0da63e2C3bcF8019c9c5d849d7a9d791e6,1
zap,798,Zap,ZAP,"""zap-logo.png""",,http://www.zap.org/,https://tech.zap.org/,https://twitter.com/ZapProtocol,http://t.me/ZapOracles,,https://etherscan.io/token/0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,1
bitcoin-plus,799,Bitcoin Plus,XBC,"""bitcoin-plus-logo.png""",,https://bitcoinplus.org/,https://bitcoinplus.org/wp-content/uploads/2020/09/bitcoin-plus-whitepaper.pdf,https://twitter.com/BitcoinPlusOrg,https://t.me/xbcplus,,http://block.bitcoinplus.org/,1
bitswift,800,Bitswift,BITS,"""bitswift-logo.png""",,http://bitswift.io/,https://bitswift.network/,https://twitter.com/Bit_Swift,,,https://bitswift.network/,1
genaro-network,801,Genaro Network,GNX,"""genaro-network-logo.png""",,https://genaro.network/,https://genaro-docs.oss-cn-shanghai.aliyuncs.com/genaro-yellow-paper.en.pdf,https://twitter.com/GenaroNetwork,https://t.me/GenaroNetworkOfficial,,https://etherscan.io/token/0x6ec8a24cabdc339a06a172f8223ea557055adaa5,1
tiger-king,802,Tiger King Coin,TKING,"""tiger-king-logo.png""",,http://tigerkingcoin.com/,https://tiger-king.org/wp-content/uploads/Tiger_King_Coin_Whitepaper_V3a.pdf,https://twitter.com/Tiger_King_Coin,https://t.me/TigerKingCoin,,https://etherscan.io/token/0x24e89bdf2f65326b94e36978a7edeac63623dafa,1
dawn-protocol,803,Dawn Protocol,DAWN,"""dawn-protocol-logo.png""",,https://dawn.org,,https://twitter.com/dawnprotocol,https://t.me/dawnprotocol,,https://etherscan.io/token/0x580c8520deda0a441522aeae0f9f7a5f29629afa,1
unitrade,804,Unitrade,TRADE,"""unitrade-logo.png""",,,,,,,https://etherscan.io/token/0x6f87d756daf0503d08eb8993686c7fc01dc44fb1,1
callisto-network,805,Callisto Network,CLO,"""callisto-network-logo.png""",,https://callisto.network/,https://drive.google.com/file/d/1Ty7rN76L8p84nA4f5CFMt_45a2I-wsl4/view,https://twitter.com/CallistoSupport,https://t.me/CallistoNet,,https://explorer.callisto.network/,1
sumokoin,806,Sumokoin,SUMO,"""sumokoin-logo.png""",,https://www.sumokoin.org/,https://cryptonote.org/whitepaper.pdf,https://twitter.com/sumokoin,https://t.me/sumokoinofficial,,https://explorer.sumokoin.com/,1
digg,807,DIGG,DIGG,"""digg-logo.png""",,https://badger.finance/,,https://twitter.com/BadgerDAO,https://t.me/badger_dao,,https://etherscan.io/token/0x798D1bE841a82a273720CE31c822C61a67a601C3,1
waltonchain,808,Waltonchain,WTC,"""waltonchain-logo.png""",,http://www.waltonchain.org/,https://www.waltonchain.org/templets/default/doc/Waltonchain-whitepaper_en_20180208.pdf,https://twitter.com/Waltonchain,https://t.me/waltonchain_en,,https://etherscan.io/token/0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74,1
html-coin,809,HTMLCOIN,HTML,"""html-coin-logo.png""",,http://www.htmlcoin.com/,https://drive.google.com/file/d/1zjv7-noiCpTWKdBv4kr_K04OtoGcRquF/view,https://twitter.com/HTMLCOIN,https://t.me/officialhtmlcoin,,http://explorer.htmlcoin.com,1
xend-finance,810,Xend Finance,RWA,"""base-logo.png""",,https://xend.finance/,https://xend.finance/XendDefiLitePaperV11.pdf,https://twitter.com/xendfinance,https://t.me/xendFinance,,https://etherscan.io/token/0xE4CFE9eAa8Cdb0942A80B7bC68fD8Ab0F6D44903,1
ubex,811,Ubex,UBEX,"""ubex-logo.png""",,https://www.ubex.com/,,https://twitter.com/ubex_ai,https://t.me/UbexAI,,https://etherscan.io/token/0x6704b673c70de9bf74c8fba4b4bd748f0e2190e1,1
float-protocol,812,Float Protocol (Bank),BANK,"""float-protocol-logo.png""",,https://floatprotocol.com,https://docs-float.gitbook.io/docs/,https://twitter.com/FloatProtocol,https://t.me/officialfloatprotocol,,https://etherscan.io/token/0x24a6a37576377f63f194caa5f518a60f45b42921,1
octofi,813,OctoFi,OCTO,"""octofi-logo.png""",,https://octo.fi,https://docs.octo.fi,https://twitter.com/octofinance,https://t.me/OctoFi,,https://etherscan.io/token/0x7240aC91f01233BaAf8b064248E80feaA5912BA3,1
tixl-new,814,Autobahn Network,TXL,"""tixl-new-logo.png""",,https://autobahn.network/,,https://twitter.com/AutobahnNetwork,,,https://etherscan.io/token/0x8eEF5a82E6Aa222a60F009ac18c24EE12dBf4b41,1
jetcoin,815,Jetcoin,JET,"""jetcoin-logo.png""",,https://jetcoin.io/,https://jetcoin.io/#white-paper,https://twitter.com/jetcoins,https://t.me/jetcoins,,https://etherscan.io/token/0x8727c112c712c4a03371ac87a74dd6ab104af768,1
dovu,816,HOPE,HOPE,"""base-logo.png""",,https://dovu.earth,,https://twitter.com/dovuofficial,,,https://etherscan.io/token/0xac3211a5025414af2866ff09c23fc18bc97e79b1,1
x-cash,817,X-CASH,XCASH,"""x-cash-logo.png""",,https://xcash.foundation/,https://docs.xcash.foundation/,https://twitter.com/XCashCrypto,https://t.me/xcashglobal,,https://explorer.x-cash.org/,1
epic-cash,818,Epic Cash,EPIC,"""base-logo.png""",,https://linktr.ee/epiccash,https://epic.tech/whitepaper/,https://twitter.com/EpicCashTech,https://t.me/EpicMiners,,https://explorer.epic.tech/,1
happycoin,819,Happycoin,HPC,"""base-logo.png""",,,,,,,https://bchain.info/HPC/,1
duck-dao,820,Duck DAO (DLP Duck Token),DUCK,"""duck-dao-logo.png""",,https://duckstarter.io/,,https://twitter.com/dao_duck,https://t.me/duckliquiditypool,,https://etherscan.io/token/0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f,1
bitcoin-private,821,Bitcoin Private,BTCP,"""bitcoin-private-logo.png""",,,,,,,https://explorer.btcprivate.org/,1
smartcash,822,SmartCash,SMART,"""smartcash-logo.png""",,https://smartcash.cc/,https://smartcash.cc/what-is-smartcash/,https://twitter.com/scashofficial,https://t.me/SmartCashChat,,http://explorer.smartcash.cc/,1
penta,823,Penta,PNT,"""penta-logo.png""",,,,,,,https://etherscan.io/token/0x53066cddbc0099eb6c96785d9b3df2aaeede5da3,1
synchrobitcoin,824,SynchroBitcoin,SNB,"""synchrobitcoin-logo.png""",,https://www.snbtoken.io,https://www.snbtoken.io/download/en/wp.pdf,https://twitter.com/synchrobit,,,https://etherscan.io/token/0x179e31fb25e433441a2839389a7b8ec9c4654b7b,1
shopping,825,Shopping,SPI,"""shopping-logo.png""",,,,,,,https://etherscan.io/token/0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7,1
atmos,826,Atmos,ATMOS,"""atmos-logo.png""",,https://novusphere.io/,,https://twitter.com/thenovusphere,,https://discord.com/invite/RZmzgas,https://chainz.cryptoid.info/atms/,1
innova,827,Innova,INN,"""base-logo.png""",,http://www.innova-foundation.com/,,https://twitter.com/innova_fdn,https://t.me/innovafoundation,https://discord.com/invite/mNM59znzNG,http://explorer.innovacoin.info,1
evergreencoin,828,EverGreenCoin,EGC,"""base-logo.png""",,,,,,,http://transactions.evergreencoin.org/,1
piedao-dough-v2,829,PieDAO DOUGH v2,DOUGH,"""piedao-dough-v2-logo.png""",,,,,,,https://etherscan.io/token/0xad32A8e6220741182940c5aBF610bDE99E737b2D,1
naviaddress,830,Naviaddress,NAVI,"""base-logo.png""",,,,,,,https://etherscan.io/token/0x588047365df5ba589f923604aac23d673555c623,1
apx,831,APX,APX,"""base-logo.png""",,https://www.apollox.finance/en/futures/v2/BTCUSD,https://apollox-finance.gitbook.io/apollox-finance/,https://twitter.com/APX_Finance,https://t.me/apolloxchange,,https://t.me/apxventures,1
datx,832,DATx,DATX,"""datx-logo.png""",,,,,,,https://etherscan.io/token/0xabbbb6447b68ffd6141da77c18c7b5876ed6c5ab,1
swerve,833,Swerve,SWRV,"""swerve-logo.png""",,https://swerve.fi/,,https://twitter.com/SwerveFinance,https://t.me/swervefi,,https://etherscan.io/token/0xb8baa0e4287890a5f79863ab62b7f175cecbd433,1
elementrem,834,Elementrem,ELE,"""base-logo.png""",,,,,,,http://www.elementrem.net/,1
olyseum,835,Olyseum,OLY,"""olyseum-logo.png""",,,,,,,https://etherscan.io/token/0x6595b8fd9c920c81500dca94e53cdc712513fb1f,1
xsigma,836,xSigma,SIG,"""xsigma-logo.png""",,,,,,,,1
aeron,837,Aeron,ARNX,"""base-logo.png""",,https://aeron.aero/,https://aeron.aero/AeronWhitepaper.pdf,https://twitter.com/aeron_aero,https://t.me/aeronaero,,https://etherscan.io/token/0xBA5F11b16B155792Cf3B2E6880E8706859A8AEB6,1
hodlcoin,838,HOdlcoin,HODL,"""hodlcoin-logo.png""",,,,,,,http://hodl.amit177.cf:1781/richlist,1
coinfi,839,CoinFi,COFI,"""coinfi-logo.png""",,http://www.coinfi.com/,,https://twitter.com/coin_fi,https://t.me/coinfi,,https://etherscan.io/token/0x3136ef851592acf49ca4c825131e364170fa32b3,1
my-master-war,840,My Master War,MAT,"""my-master-war-logo.png""",,https://mymasterwar.com,https://mymasterwar.com/whitepaper-v1.1.pdf,https://twitter.com/mymasterwar,https://t.me/mymasterwarchannel,,https://bscscan.com/token/0xf3147987a00d35eecc10c731269003ca093740ca,1
foam,841,FOAM,FOAM,"""foam-logo.png""",,,,,,,https://etherscan.io/token/0x4946fcea7c692606e8908002e55a582af44ac121,1
veritaseum,842,Veritaseum,VERI,"""veritaseum-logo.png""",,http://veritas.veritaseum.com/,,https://twitter.com/Veritaseuminc,https://t.me/joinchat/G_22OhA7UgN6b-7hTSFSTA,,https://etherscan.io/token/0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,1
linkeye,843,LinkEye,LET,"""linkeye-logo.png""",,http://www.linkeye.com/,https://www.linkeye.com/static/whitePaper/WhitePaperofLinkEye.pdf,https://twitter.com/LinkEyeProject,https://t.me/linkeye_en,,https://bitcointalk.org/index.php?topic=2437755.0,1
qbao,844,Qbao,QBT,"""qbao-logo.png""",,https://qbao.fund,https://qbao.fund/qbao/qbao/resources/pdf/qbao_fund_en.pdf,https://twitter.com/Qbao2339,https://t.me/Qbaofoundation,,https://explorer.qtum.org/token/QMUDYjQpjkxZjjfEdKznqsim7VMS5LZzqp,1
polkaswap,845,Polkaswap,PSWAP,"""base-logo.png""",,https://polkaswap.io/,,https://twitter.com/polkaswap,https://t.me/polkaswap,,https://etherscan.io/token/0x519C1001D550C0a1DaE7d1fC220f7d14c2A521BB,1
tbtc,846,tBTC,TBTC,"""tbtc-logo.png""",,https://www.threshold.network,https://docs.threshold.network/applications/tbtc-v2,https://twitter.com/tBTC_project,https://t.me/thresholdnetwork,,https://etherscan.io/token/0x8daebade922df735c38c80c7ebd708af50815faa,1
aichain,847,AICHAIN,AIT,"""aichain-logo.png""",,,,,,,https://etherscan.io/token/0x79650799e7899a802cb96c0bc33a6a8d4ce4936c,1
mindsync,848,Mindsync,MAI,"""base-logo.png""",,,,,,,https://etherscan.io/token/0x75387e1287dd85482ab66102da9f6577e027f609,1
premia,849,Premia,PREMIA,"""premia-logo.png""",,,,,,,https://etherscan.io/token/0x6399C842dD2bE3dE30BF99Bc7D1bBF6Fa3650E70,1
eventchain,850,EventChain,EVC,"""base-logo.png""",,https://eventchain.io/,https://eventchain.io/whitepaper.pdf,https://twitter.com/eventchain_io,https://www.t.me/EventChain,,https://etherscan.io/token/0xb62d18dea74045e822352ce4b3ee77319dc5ff2f,1
gsenetwork,851,GSENetwork,GSE,"""base-logo.png""",,https://gse.network/,,https://twitter.com/gselabofficial,https://t.me/GSENetworkOfficial,,https://etherscan.io/token/0xe530441f4f73bDB6DC2fA5aF7c3fC5fD551Ec838,1
dprating,852,DPRating,RATING,"""dprating-logo.png""",,http://token.dprating.com/,,https://twitter.com/dprating,http://t.me/DPRating,,https://etherscan.io/token/0xe8663a64a96169ff4d95b4299e7ae9a76b905b31,1
edgeless,853,Edgeless,EDG,"""edgeless-logo.png""",,,,,,,https://etherscan.io/token/Edgeless,1
energo,854,Energo,TSL,"""base-logo.png""",,http://www.energolabs.com/,http://ico-1253118586.coscd.myqcloud.com/whitepaper/%5BEnergoLabs%5D%20whitepaperV1.1.0.pdf,https://twitter.com/EnergoOfficial,https://t.me/EnergoEnglishCommunity,,https://explorer.qtum.org/token/d8dec2b605005749abbf4b060edad3070e23cf5c,1
fintrux-network,855,FintruX Network,FTX,"""fintrux-network-logo.png""",,,,,,,https://etherscan.io/token/0xd559f20296FF4895da39b5bd9ADd54b442596a61,1
libra-credit,856,Cred,LBA,"""libra-credit-logo.png""",,https://www.mycred.io/,https://www.libracredit.io/page/Libra%20Credit%20Whitepaper.pdf,https://twitter.com/ihaveCred,https://t.me/libraofficial,,https://etherscan.io/token/0xfe5f141bf94fe84bc28ded0ab966c16b17490657,1
nebulas-token,857,Nebulas,NAS,"""nebulas-token-logo.png""",,https://nebulas.io/,https://nebulas.io/docs/NebulasWhitepaper.pdf,https://twitter.com/nebulasio,https://t.me/nebulasen,,https://explorer.nebulas.io/,1
magic-internet-money,858,Magic Internet Money,MIM,"""magic-internet-money-logo.png""",,https://magicinternetmoney.lol/,,https://twitter.com/MIMoneySol,,,https://etherscan.io/token/0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,1
sopay,859,SoPay,SOP,"""base-logo.png""",,https://sopay.org/en,,,https://t.me/sopay_cn02,,https://etherscan.io/token/0x076641af1b8f06b7f8c92587156143c109002cbe,1
silent-notary,860,Silent Notary,UBSN,"""silent-notary-logo.png""",,https://silentnotary.com/,https://silentnotary.com/wp.pdf,https://twitter.com/SilentNotary,https://t.me/silentnotary,,https://etherscan.io/token/0x2859021ee7f2cb10162e67f33af2d22764b31aff,1
qash,861,QASH,QASH,"""qash-logo.png""",,https://www.liquid.com/,https://s3-ap-southeast-1.amazonaws.com/liquid-site/quoine-liquid_v1.9.pdf,https://twitter.com/Liquid_Global,https://t.me/QUOINENews,,https://etherscan.io/token/0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,1
meow,862,MEOW,MEOW,"""base-logo.png""",,,,,,,,1
global-social-chain,863,Global Social Chain,GSC,"""global-social-chain-logo.png""",,,,,,,https://etherscan.io/token/0x228ba514309ffdf03a81a205a6d040e429d6e80c,1
hitchain,864,HitChain,HIT,"""hitchain-logo.png""",,http://hitchain.org/index.html,,,https://t.me/HitChain_EN,,https://etherscan.io/token/0x7995ab36bB307Afa6A683C24a25d90Dc1Ea83566,1
pbtc35a,865,pBTC35A,PBTC35A,"""base-logo.png""",,https://mars.poolin.fi/#/,,https://twitter.com/MarsProject2020,https://t.me/marsproject1,,https://etherscan.io/token/0xA8b12Cc90AbF65191532a12bb5394A714A46d358,1
ledgerscore,866,LedgerScore,LED,"""base-logo.png""",,,,,,,https://www.ledx.io/,1
burn,867,Burn,BURN,"""base-logo.png""",,https://burn.realshibadoge.com/,https://whitepaper.realshibadoge.com/shibadoge-labs/usdburn,https://twitter.com/RealShibaDoge,https://t.me/ShibaDoge_Labs,,,1
bitcoin-god,868,Bitcoin God,GOD,"""base-logo.png""",,https://www.bitcoingod.org/,,https://twitter.com/BitcoinGodOrg,https://t.me/joinchat/HVP0kBBx-murObE3hpv7HA,,https://t.me/joinchat/HVP0kBBx-murObE3hpv7HA,1
enecuum,869,Enecuum,ENQ,"""enecuum-logo.png""",,,,,,,https://etherscan.io/token/0x16ea01acb4b0bca2000ee5473348b6937ee6f72f,1
dinastycoin,870,Dinastycoin,DCY,"""base-logo.png""",,,,,,,http://democats.org/blockchain/?name=dinastycoin,1
nxt,871,Nxt,NXT,"""nxt-logo.png""",,,,,,,https://www.mynxt.info/blockexplorer/,1
